id,sent0,sent1
1979,the hunter ran out of ammunition and he reloaded the gun,the hunter ran out of ammunition and he aimed at the deer
1980,the man drank water with his meal because his meal was spicy,the man drank water with his meal because his meal was delicious
1981,the patient underwent the deadly medical procedure to recover,the patient underwent the risky medical procedure to recover
1982,i feed my doll twice a day,i feed my cat twice a day
1983,Jane carries her house upstairs,Jane carries her bag upstairs
1984,a cat hides under a car to shelter from the rain,a cat hides above a car to shelter from the rain
1985,she makes phone calls to communicate with a deaf person,she makes gestures to communicate with a deaf person
1986,Sam was caught cheating on a written examination,Sam was caught writing on a written examination
1987,he wants to lose weight because he is too thin,he wants to lose weight because he is too fat
1988,people go to see a doctor because they fall ill,people go to see a doctor so they fall ill
1989,"if you want to take a shower, you can choose a hotel","if you want to take a shower, you can choose a restaurant"
1990,he likes sitting in a car and driving on the desert no purpose,he likes sitting in a car and driving on the lake no purpose
1991,she pours some washing powder to do the laundry,she pours some mud to do the laundry
1992,he reads newspapers at breakfast,he reads bread at breakfast
1993,i take two days off every week,i take eight days off every week
1994,Mary lives in a hotel during a business trip,Mary lives in a hospital during a business trip
1995,she keeps a parrot in a fish tank filled with water,she keeps a tortoise in a fish tank filled with water
1996,she prepares a custom-designed nightgown for the ceremony,she prepares a custom-designed evening dress for the ceremony
1997,people use donkeys to carry heavy loads,people use rabbits to carry heavy loads
1998,he washes his clothes with a magic wand,he washes his clothes with a washing machine
1999,Jim downloads music from the Internet,Jim downloads music from the book
2000,their village was destroyed by a dragon yesterday,their village was destroyed by a tornado yesterday
2001,she writes her letter with a bag,she writes her letter with a pen
2002,he is so hungry that he eats up the whole iceberg,he is so hungry that he eats up the whole hamburger
2003,he is drawing a mountain on a piece of paper,he is climbing a mountain on a piece of paper
2004,banana trees grow in the jungle,banana trees grow in the desert
2005,he lit a candle to give light,he lit some salt to give light
2006,we have lunch in the restaurant,we have lunch in the library
2007,rings protect people from the sun,umbrellas protect people from the sun
2008,Jim wins the Best Actor Award because of his acting skills,Jim wins the Best Singer Award because of his acting skills
2009,the accident happened because Jack drank water before driving,the accident happened because Jack drank alcohol before driving
2010,i pick a leaf from a maple tree,i pick a leaf from a goldfish
2011,i am learning French from my teacher,i am learning French from my cat
2012,India is a country in Europe,Great Britain is a country in Europe
2013,you can ride from America to Japan,you can fly from America to Japan
2014,Bob goes to bed because he feels sleepy,Bob goes to work because he feels sleepy
