id,FalseSent
9803,my father sold the best salesmen to become the best product
9804,I washed my computers twice a week
9805,I used to step on the mountain to get the sugar on the op of the cupboard
9806,a wall is the entrance of a house
9807,we built a factory to produce creative ideas
9808,we use the microscope to learn about the universe
9809,we can find first class airplane seats in the wings of a plane
9810,"when a relative dies, we held a party for him"
9811,a bed can rest a pillow
9812,children will praise parents when kids did something well
9813,professional soccer players earn money by selling footballs
9814,animals are pets
9815,we grow Christmas trees in December every year
9816,sun bathing removes dirt from the body
9817,I bought a ticket for the taxi I took
9818,he was fined for smoking in his home
9819,we took notes in class for recording what we were thinking
9820,I want to find a noisy place to have a sleep
9821,People open their doors when they go out of the home
9822,People can chat with the dead
9823,Sweat will be secreted when the sand touches eyes
9824,People usually put curtains on the walls
9825,People usually roast meat with cold water
9826,People usually enter the park from the fence
9827,People usually like to wear oversize clothes
9828,People should break the contract
9829,Rats can't bite wood furniture
9830,Sheep usually like wolves
9831,College students usually learn the same courses
9832,Eating a lot of instant noodles is healthy
9833,Programmers usually don't use computers
9834,if you fail the exam you should cheat next time
9835,I should indulge myself when I fail
9836,mom cooks the fried tiger meat once a week for me
9837,sprinters' arms are usually strong
9838,I can take part in the soccer game in formal clothes
9839,we can travel on the sea by train
9840,pigs' eggs are delicious
9841,we can eat noodles with knives
9842,birds' milk is nutrient
9843,People can make wires from plastics
9844,People can read newspapers to know what will happen in the future
9845,People should rub water on their skin before giving an injection
9846,Something you might do while taking the bus is drawing an oil painting
9847,She felt hungry and satisfied after having lunch
9848,Bob is cooking while eating dinner
9849,A person can survive a fall from a five-floor building
9850,The longest nonstop flight by a dog is eight days
9851,He caught a cold and had a cold shower
9852,Humans smell through their ears
9853,Alice formed a habit of sleeping to keep fit
9854,It's summer and it's freezing cold outside
9855,Frogs will die with enough water
9856,Kate made books with a microwave oven
9857,Marry lit up rocks to make a campfire
9858,Barry went under an umbrella to stay wet on a rainy day
9859,She goes skiing while watching TV
9860,Children in school use cameras for drawing
9861,Wang is eating with poles
9862,Dry towels need to hang up to dry
9863,Resting is a good exercise
9864,Computers and milk make a great dessert
9865,a basket is for warmth
9866,attending class is for playing
9867,He throws up when he eats nice food
9868,Shoes are meant to protect hands
9869,most people consider it to be cold when it is above ninety degrees
9870,a piece of cake is used for writing
9871,Amy is angry to know that her best friend has recovered from the illness
9872,my jaw dropped open when I was unhappy
9873,the filthy car needs to be painted
9874,my friend paid for my ticket so I didn't get on the bus
9875,dina visited her family because she distrusted them
9876,the balloon expanded as he pricked it
9877,maggie remained quiet to lighten the mood of the conversation
9878,a hammer dropped on Bill's foot and his finger was broken
9879,the clothes are still dirty because I forgot to add laundry water
9880,air leaked out of the beach ball because it had a picture on it
9881,the conversation gradually lulled to silence as more people joined
9882,julia pressed down on a piano key to play a music
9883,vehicles travelled slowly in cloudy days
9884,lauren gained weight so she had to get her shoes shined
9885,the clouds were getting darker so I brought my laptop to work
9886,the boy lost hold of the soap because it's fragrant
9887,the button on my shirt fell off so I glued the button back on
9888,the celebrity wore sunglasses to help recognition
9889,the leader received praise because he raised taxes
9890,my mailbox was overflowing with letters when I went back after five minutes
9891,the banana ripened so we threw them away
9892,the chef pressed down on the dough and the dough crumbled
9893,my feet were blistered after a day of swimming
9894,her eyeglasses fogged up as she exited the sauna
9895,he found the tv show boring so he recorded it
9896,the boy was afraid to go to bed because he watched a comedy movie
9897,the girl wanted to be a doctor so she went to the hospital
9898,thomas wanted to get revenge on his friend
9899,the woman was mistaken for her sister because they sat close
9900,she made an error in her calculations because she checked it several times
9901,the girl politely declined the hamburger because she liked fast food
9902,miley scrubbed the stain on the floor and she got dirt on the floor
9903,the egg splattered after I boiled it
9904,a group of teenagers crashed the party and the host invited them in
9905,the man took a shower because he opened a new bar of soap
