id,sent0,sent1
9119,alfred stopped at the drive-thru for a hamburger,alfred stopped at the drive-thru for a lobster
9120,"on the day of the concert, we went to the dining hall very early for seats","on the day of the concert, we went to the concert hall very early for seats"
9121,they bought paper made of steel,they bought paper made of wood
9122,they hung out at the coffee shop,they hung out at the meeting room
9123,joey used a mop to dry himself,joey used a towel to dry himself
9124,wildfires are controlled by firefighters,wildfires are controlled by street fighters
9125,bees can understand each other's dancing,honey can understand each other's dancing
9126,he looked at the watch worn on his wrist,he looked at the watch worn on his waist
9127,sleeping pills keep him warm in the wild,sleeping bags keep him warm in the wild
9128,a secret is something that everyone knows,a secret is something that few people know
9129,he ate too much that his fart was smelly,he ate too much that his fart was sweet
9130,he swallowed his food without chewing,he chewed his food without swallowing
9131,he brought his gum for the hunt,he brought his gun for the hunt
9132,the yard was wet after several days of sunshine,the yard was wet after several days of rain
9133,the ship sailed across the iced waters of the Atlantic,the ship sailed across the icy waters of the Atlantic
9134,the ship turned sharply to avoid a collision,the ship turned sharply to get a collision
9135,the artist added more colors on his painting,the artist added more melodies on his painting
9136,he found a bat to play soccer,he found a ball to play soccer
9137,the student attended several lectures to teach different professors,the student attended several lectures to learn from different professors
9138,all the guest of the party sat next to the cake,all the guest of the party sat onto the cake
9139,mia got a discount on her groceries so she spent more money,mia got a discount on her groceries so she spent less money
9140,the sun is rising and it's getting bright outside,the sun is rising and it's getting dark outside
9141,the conversation is at the end so I hung up the phone,the conversation is at the beginning so I hung up the phone
9142,a canal was constructed next to the farmland for irrigation,a canal was constructed next to the farmland for flood
9143,the skydiver glided safely to the ground,the skydiver glided safely to the seabed
9144,after becoming immune to the disease the baby received the vaccine,after receiving the vaccine the baby became immune to the disease
9145,todd opened the window to let the fresh air in,todd opened the window to let the fresh air out
9146,the dog chased the cat up the tree,the dog chased the cat up the sofa
9147,jane painted a chair and put it aside,jane painted a chair and sat on it
9148,lily ordered a steak at a vegetarian restaurant,lily ordered a salad at a vegetarian restaurant
9149,he wanted to lose weight to fit into future clothes,he wanted to lose weight to fit into previous clothes
9150,"there is a huge, splendid cattle standing on the top of the hill","there is a huge, splendid castle standing on the top of the hill"
9151,he found cash of one million dollars in his wallet,he found a check of one million dollars in his wallet
9152,he parked his car in the wrong place so he was asked to sell it,he parked his car in the wrong place so he was asked to move it
9153,sally hatched some eggs for the Christmas eggnog,sally cracked some eggs for the Christmas eggnog
9154,cindy said she was too sick to go to school,cindy said she was too good to go to school
9155,the old man was fined for littering in public,the old man was praised for littering in public
9156,jones lost some weight and his clothes fit loosely,jones gained some weight and his clothes fit loosely
9157,he left his dog in his office when he headed for work,he left his dog at his home when he headed for work
9158,the government built an aircraft roadway in the train station,the government built an aircraft roadway in the airport
9159,the girl licked her fur carefully,the cat licked her fur carefully
9160,to accommodate the guests he converted the sofa into a bed,to accommodate the bugs he converted the sofa into a bed
9161,my hands are tired because I have been standing up all day,my feet are tired because I have been standing up all day
9162,joanna made a pot of chill for dinner,joanna made a pot of chili for dinner
9163,penguins are birds that cannot fly,penguins are fish that cannot fly
9164,I attend a class in the classroom,I attend a class in the principal room
9165,one of the common reasons for flight delay is the traffic of the aircraft runway,one of the common reasons for flight delay is the mood of the pilot
9166,in windy days everyone had to hold onto their shoes,in windy days everyone had to hold onto their hats
9167,after eating I put the plate in the sink,after cooking I put the plate in the sink
9168,the boy read the novel aloud to his blind grandfather,the boy read the novel aloud to his deaf grandfather
9169,after a long time of sitting my foot went numb,after a long time of walking my foot went numb
9170,the photographer snapped the moment when the kids smiled,the photographer skipped the moment when the kids smiled
9171,I slipped on the wet floor,I slipped on the cracked floor
9172,the bar closed early because it was crowded,the bar closed early because it was empty
9173,he got pulled over by the police when he was speeding,he got pulled over by the police when he was parking
